County,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Electric Utility,Vehicle Age,Is Luxury Brand
Jefferson,98365,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,24,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,12,1
King,98115,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
Jefferson,98358,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,24,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,10,1
King,98040,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Clark,98685,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
Whatcom,98229,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,40,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,8,1
Yakima,98944,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,15,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,10,1
King,98103,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
Thurston,98516,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,22,PUGET SOUND ENERGY INC,11,1
King,98115,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98103,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Clallam,98362,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,24,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),10,1
King,98006,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98075,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98075,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Kitsap,98380,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,35,PUGET SOUND ENERGY INC,6,1
King,98116,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98003,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98117,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98116,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98004,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98040,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98059,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98109,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98028,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98059,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Kitsap,98370,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,23,PUGET SOUND ENERGY INC,6,1
King,98033,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98107,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98105,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98136,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98004,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98006,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98107,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
King,98033,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Pierce,98332,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,5,1
King,98116,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
Klickitat,98672,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,14,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,10,1
Snohomish,98204,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,38,PUGET SOUND ENERGY INC,5,1
King,98106,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98118,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
Thurston,98502,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,35,PUGET SOUND ENERGY INC,6,1
King,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clallam,98326,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,24,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,8,1
Mason,98592,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,90700,35,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY,6,1
King,98104,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98115,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,220,98950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),16,1
King,98106,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98115,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98105,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98118,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98125,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
Clark,98662,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
Pierce,98580,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,2,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,11,1
King,98117,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
Clark,98665,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
Kitsap,98110,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,23,NO KNOWN ELECTRIC UTILITY SERVICE,6,1
King,98103,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98115,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Thurston,98512,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,35,PUGET SOUND ENERGY INC,11,1
Thurston,98513,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,2,PUGET SOUND ENERGY INC,11,1
King,98115,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98103,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,0
Thurston,98501,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,35,PUGET SOUND ENERGY INC,8,1
Kitsap,98312,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,35,PUGET SOUND ENERGY INC,10,1
Whatcom,98264,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,42,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,5,1
King,98115,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98119,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98040,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98105,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Kitsap,98370,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,23,PUGET SOUND ENERGY INC,6,0
King,98033,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98053,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Kitsap,98110,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,23,PUGET SOUND ENERGY INC,5,0
Lewis,98531,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,20,BONNEVILLE POWER ADMINISTRATION||CITY OF CENTRALIA - (WA)|CITY OF TACOMA - (WA),7,1
Chelan,98826,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,12,PUD NO 1 OF CHELAN COUNTY,6,1
King,98008,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
Pierce,98446,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,29,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,11,1
Snohomish,98020,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,21,PUGET SOUND ENERGY INC,12,1
Clark,98662,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98040,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98045,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Pierce,98329,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,53400,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,5,1
King,98070,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,34,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
Skagit,98233,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,40,PUGET SOUND ENERGY INC,8,1
King,98112,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Spokane,99204,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,3,MODERN ELECTRIC WATER COMPANY,6,1
King,98019,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Pierce,98373,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,10,1
King,98115,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98005,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98027,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98072,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Snohomish,98296,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,10,1
Pierce,98387,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,29,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,6,1
King,98168,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98027,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Spokane,99022,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,6,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,10,1
Skagit,98221,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,40,PUGET SOUND ENERGY INC,6,0
Clallam,98362,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,24,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,11,1
King,98178,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Grays Harbor,98520,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,6,1
Clark,98604,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),7,1
Snohomish,98258,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,39,PUGET SOUND ENERGY INC,6,1
Clark,98629,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),12,1
King,98058,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98146,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
Spokane,99218,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,7,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,6,1
Kitsap,98110,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,23,PUGET SOUND ENERGY INC,8,1
Pierce,98391,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Snohomish,98012,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,44,PUGET SOUND ENERGY INC,6,1
Snohomish,98087,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,21,PUGET SOUND ENERGY INC,8,1
King,98101,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98058,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
Pierce,98374,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98052,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
Snohomish,98272,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,39,PUGET SOUND ENERGY INC,10,1
Whitman,99161,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,9,AVISTA CORP,8,1
Pierce,98466,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,7,1
Snohomish,98020,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,21,PUGET SOUND ENERGY INC,10,1
Pierce,98374,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98065,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98011,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Pierce,98465,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,8,1
King,98058,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98117,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98011,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98008,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98052,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Pierce,98303,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,6,1
Cowlitz,98632,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,12,1
King,98040,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,245,109000,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),13,1
King,98072,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Kitsap,98312,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,35,PUGET SOUND ENERGY INC,10,1
Pierce,98406,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,10,1
Pierce,98387,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,29,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,6,1
Pierce,98404,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,10,1
Kitsap,98110,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,23,PUGET SOUND ENERGY INC,11,1
Island,98282,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,10,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,7,1
King,98059,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98019,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Snohomish,98087,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,21,PUGET SOUND ENERGY INC,8,1
Pierce,98374,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Pierce,98406,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,28,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,8,1
Mason,98528,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),0,33,102000,35,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,12,0
Snohomish,98208,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC,11,1
King,98117,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),12,1
Snohomish,98258,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,44,PUGET SOUND ENERGY INC,11,1
King,98072,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
Clark,98607,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),12,1
King,98033,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Snohomish,98204,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,21,PUGET SOUND ENERGY INC,5,1
King,98105,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
King,98117,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98178,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98034,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Snohomish,98294,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,39,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,12,1
King,98034,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Grays Harbor,98520,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,8,1
Snohomish,98020,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,21,PUGET SOUND ENERGY INC,6,1
